Year,Round,Pick,Player,Pos,HT,WT,Age,Pre-Draft Team,Class,Draft Trades,YOS,Team
2007,1,12,Thaddeus Young,F,6-8,225,19,Georgia Tech,Fr  *,,17,PHI
2007,1,21,Daequan Cook,G,6-5,205,20,Ohio State,Fr  *,PHL to  MIA,6,PHI
2007,1,30,Petteri Koponen,G,6-4,195,19,Tapiolan Honka (Finland),1988 DOB  *,PHL to  POR POR  to DAL DAL  to NYK,0,PHI
2007,2,38,Kyrylo Fesenko,C,7-1,280,20,BK Cherkassy (Ukraine),1986 DOB  *,PHL to  UTH,5,PHI
2006,1,13,Thabo Sefolosha,GF,6-7,220,22,Edilnol Pallacanestro Biella (Italy),1984 DOB,PHL to  CHI,14,PHI
2005,2,45,Lou Williams,G,6-1,175,18,South Gwinnett High School (Georgia),1986 DOB  *,,17,PHI
2004,1,9,Andre Iguodala,SF,6-6,215,20,Arizona,So  *,,19,PHI
2003,2,50,Paccelis Morlende,G,6-3,185,22,JDA Dijon Basket (France),1981 DOB,PHL to  SEA,0,PHI
2002,1,16,Jiri Welsch,F,6-6,208,22,Union Olimpija (Slovenia),1980 DOB,PHL to  GOS,4,PHI
2002,2,44,Sam Clancy,F,6-7,240,22,USC,Sr,,2,PHI
2001,1,26,Samuel Dalembert,C,6-11,250,21,Seton Hall,So  *,,14,PHI
2001,2,36,Damone Brown,F,6-9,200,21,Syracuse,Sr,,4,PHI
2001,2,56,Alvin Jones,PF,6-11,265,22,Georgia Tech,Sr,,2,PHI
2000,1,20,Speedy Claxton,G,5-11,170,22,Hofstra,Sr,,10,PHI
2000,2,48,Mark Karcher,F,6-5,215,21,Temple,Jr  *,,1,PHI
1999,2,47,Todd MacCulloch,C,7-0,280,23,Washington,Sr,,6,PHI
1998,1,8,Larry Hughes,G,6-5,184,19,Saint Louis,Fr  *,,13,PHI
1998,2,37,Casey Shaw,C,6-11,260,22,Toledo,Sr,,2,PHI
1997,1,2,Keith Van Horn,F,6-10,220,21,Utah,Sr,PHL to  NJN,10,PHI
1997,2,33,Marko Milic,SF,6-6,235,20,Union Olimpija (Slovenia),1977 DOB  *,,2,PHI
1997,2,35,Kebu Stewart,F,6-8,239,23,Cal State Bakersfield,Sr,,3,PHI
1997,2,36,James Collins,SG,6-4,196,23,Florida State,Sr,PHL to  LAC,4,PHI
1996,1,1,Allen Iverson,G,6-0,165,21,Georgetown,So  *,,14,PHI
1996,2,31,Mark Hendrickson,F,6-9,220,22,Washington State,Sr,,4,PHI
1996,2,32,Ryan Minor,F,6-7,220,22,Oklahoma,Sr,,1,PHI
1996,2,48,Jamie Feick,F,6-9,255,21,Michigan State,Sr,,7,PHI
1995,1,3,Jerry Stackhouse,SF,6-6,218,20,North Carolina,So  *,,18,PHI
1994,1,6,Sharone Wright,PF,6-11,260,21,Clemson,Jr  *,,6,PHI
1994,1,20,B.J. Tyler,G,6-1,185,23,Texas,Sr,,2,PHI
1994,2,33,Derrick Alston,FC,6-11,225,21,Duquesne,Sr,,3,PHI
1993,1,2,Shawn Bradley,C,7-6,235,21,Brigham Young,Jr  *,,12,PHI
1993,2,32,Alphonso Ford,SG,6-1,190,21,Mississippi Valley State,Sr,,2,PHI
1992,1,9,Clarence Weatherspoon,PF,6-6,240,21,Southern Mississippi,Sr,,13,PHI
1991,2,44,Alvaro Teheran,C,7-1,235,25,Houston,Sr,,0,PHI
1990,2,32,Brian Oliver,SG,6-4,210,22,Georgia Tech,Sr,,5,PHI
1990,2,47,Derek Strong,F,6-8,220,22,Xavier,Jr,,10,PHI
1989,1,19,Kenny Payne,F,6-8,195,22,Louisville,Sr,,4,PHI
1989,2,44,Reggie Cross,PF,6-8,245,22,Hawaii,Sr,,2,PHI
1989,2,54,Toney Mack,G,6-4,205,22,Georgia,RS-Jr  *,,1,PHI
1988,1,3,Charles Daniel Smith,PF,6-10,230,22,Pittsburgh,Sr,PHL to  LAC,10,PHI
1988,2,31,Everette Stephens,G,6-2,175,21,Purdue,Sr,PHL to  IND,3,PHI
1988,3,57,Herman Montenegro,PF,6-9,210,21,,1966 DOB  *,,1,PHI
1987,1,16,Chris Welp,C,7-0,245,23,Washington,Sr,,4,PHI
1987,2,39,Vincent Askew,GF,6-6,210,21,Memphis,Jr  *,,10,PHI
2019,1,20,Matisse Thybulle,SF,6-5,202,22,Washington,Sr,BOS to  PHL,6,PHI
2018,1,16,Zhaire Smith,SG,6-4,205,19,Texas Tech,Fr *,PHX to  PHL,3,PHI
2018,2,54,Shake Milton,SG,6-5,205,21,Southern Methodist,Jr *,DAL to  PHL,7,PHI
2017,1,25,Anzejs Pasecniks,C,7-1,229,21,Dreamland Gran Canaria (Spain),1995 DOB,ORL to  PHL,2,PHI
2014,1,12,Dario Saric,SF,6-10,225,20,KK Cibona (Croatia),1994 DOB *,ORL to  PHL,9,PHI
2014,2,58,Jordan McRae,G,6-5,179,23,Tennessee,Sr,SAN to  PHL,4,PHI
2013,1,6,Nerlens Noel,FC,6-10,220,19,Kentucky,Fr *,NOP to  PHL,10,PHI
2013,2,54,Arsalan Kazemi,F,6-7,226,23,Oregon,Sr,WAS to  PHL,0,PHI
2012,1,27,Arnett Moultrie,PF,6-11,250,21,Mississippi State,Jr *,MIA to  PHL,2,PHI
2012,2,53,Furkan Aldemir,PF,6-10,240,20,Galatasaray (Turkey),1991 DOB *,LAC to  HOU HOU  to PHL,1,PHI
2007,1,20,Jason Smith,PF,7-0,240,21,Colorado State,Jr *,MIA to  PHL,12,PHI
2007,2,42,Derrick Byars,SF,6-7,220,23,Vanderbilt,Sr,POR to  PHL,2,PHI
2007,2,55,Herbert Hill,FC,6-10,240,22,Providence,Sr,UTH to  PHL,1,PHI
2006,1,16,Rodney Carney,F,6-7,205,22,Memphis,Sr,CHI to  PHL,5,PHI
2006,2,37,Bobby Jones,F,6-7,215,22,Washington,Sr,MIN to  PHL,2,PHI
2003,2,41,Willie Green,SG,6-3,201,21,Detroit-Mercy,Sr,SEA to  PHL,12,PHI
2003,2,51,Kyle Korver,SF,6-7,212,22,Creighton,Sr,NJN to  PHL,17,PHI
2002,1,26,John Salmons,GF,6-7,210,22,Miami (FL),Sr,SAN to  PHL,13,PHI
1999,1,27,Jumaine Jones,SF,6-8,218,20,Georgia,So *,ATL to  PHL,8,PHI
1998,1,29,Nazr Mohammed,C,6-10,250,20,Kentucky,Jr *,UTH to  PHL,18,PHI
1997,1,7,Tim Thomas,F,6-10,240,20,Villanova,Fr *,NJN to  PHL,13,PHI
1997,1,21,Anthony Parker,GF,6-6,215,22,Bradley,Sr,NJN to  PHL,9,PHI
1996,1,23,Efthimios Rentzias,C,6-11,260,20,PAOK BC (Greece),1976 DOB *,DEN to  ATL ATL  to PHL,1,PHI
1993,1,17,Greg Graham,G,6-4,183,22,Indiana,Sr,CHA to  PHL,5,PHI
1990,1,21,Jayson Williams,FC,6-10,245,22,St. John's,Sr,PHX to  PHL,10,PHI
1988,1,6,Hersey Hawkins,SG,6-3,190,21,Bradley,Sr,LAC to  PHL,13,PHI
1975,1,14,Joe Bryant,PF,6-9,185,20,La Salle,Sr,GOS to  PHL,8,PHI
1969,1,5,Larry Cannon,SG,6-4,195,21,La Salle,Sr,CHI to  PHL,2,PHI
1948,4,40,Ed Peterson,FC,6-9,220,23,Cornell,Jr,NYK to  SYR,2,PHI
