Year,Round,Pick,Player,Pos,HT,WT,Age,Pre-Draft Team,Class,Draft Trades,YOS,nba_id,origin_country,played_until_year,is_defunct,plays_for
2016,1,2,Brandon Ingram,SF,6-8,190.0,18.0,Duke,Fr *,,9,1627742.0,US,2025,0.0,TOR
2016,2,32,Ivica Zubac,C,7-0,240.0,19.0,KK Mega Bemax (Serbia),1997 DOB *,,9,1627826.0,HR,2025,0.0,LAC
2015,1,2,D'Angelo Russell,SG,6-3,193.0,19.0,Ohio State,Fr *,,10,1626156.0,US,2025,0.0,DAL
2015,1,27,"Larry Nance, Jr.",SF,6-6,245.0,22.0,Wyoming,Sr,,10,1626204.0,US,2025,0.0,CLE
2015,2,34,Anthony Brown,GF,6-7,225.0,22.0,Stanford,Sr,,3,1626148.0,US,2017,0.0,LAL
2014,1,7,Julius Randle,PF,6-9,250.0,19.0,Kentucky,Fr *,,11,203944.0,US,2025,0.0,MIN
2013,2,48,Ryan Kelly,PF,6-11,230.0,22.0,Duke,Sr,,4,203527.0,US,2016,0.0,LAL
2012,2,60,Robert Sacre,C,7-0,270.0,23.0,Gonzaga,Sr,,4,203135.0,CA,2015,0.0,LAL
2011,2,41,Darius Morris,G,6-4,195.0,20.0,Michigan,So *,,4,202721.0,US,2014,0.0,LAL
2011,2,46,Andrew Goudelock,G,6-3,200.0,22.0,Charleston,Sr,,3,202726.0,US,2015,0.0,LAL
2010,2,43,Devin Ebanks,F,6-9,215.0,20.0,West Virginia,So *,,3,202365.0,US,2012,0.0,LAL
2010,2,58,Derrick Caracter,F,6-9,276.0,22.0,UTEP,Jr *,,2,202382.0,US,2010,0.0,LAL
2009,2,59,Chinemelu Elonu,C,6-10,235.0,22.0,Texas A&M,Jr *,,0,,,,,
2008,2,58,Joe Crawford,G,6-5,207.0,22.0,Kentucky,Sr,,1,201621.0,US,2008,0.0,NYK
2007,1,19,Javaris Crittenton,G,6-5,200.0,19.0,Georgia Tech,Fr *,,3,201159.0,US,2009,0.0,WAS
2007,2,40,Yue Sun,G,6-8,205.0,21.0,Beijing Olympians (United States),1985 DOB,,1,201180.0,CN,2008,0.0,LAL
2006,1,26,Jordan Farmar,PG,6-2,180.0,19.0,UCLA,So *,,10,200770.0,US,2016,0.0,LAL
2005,1,10,Andrew Bynum,C,7-0,285.0,17.0,St. Joseph High School (New Jersey),1987 DOB *,,9,101115.0,US,2013,0.0,LAL
2005,2,37,Ronny Turiaf,FC,6-10,241.0,22.0,Gonzaga,Sr,,10,101142.0,FR,2014,0.0,LAL
2005,2,39,Von Wafer,GF,6-5,210.0,19.0,Florida State,So *,,7,101144.0,US,2011,0.0,HOU
2004,1,27,Sasha Vujacic,G,6-7,195.0,20.0,Pallalcesto Amatori Udine (Italy),1984 DOB *,,10,2756.0,SI,2016,0.0,LAL
2004,2,56,Marcus Douthit,FC,6-11,234.0,24.0,Providence,Sr,,0,,,,,
2003,1,24,Brian Cook,PF,6-9,234.0,22.0,Illinois,Sr,,9,2567.0,US,2011,0.0,LAL
2003,2,32,Luke Walton,F,6-8,235.0,23.0,Arizona,Sr,,10,2575.0,US,2012,0.0,LAL
2000,1,29,Mark Madsen,C-F,6-9,240.0,24.0,Stanford,Sr,,9,2058.0,US,2008,0.0,MIN
1999,1,23,Devean George,F-G,6-8,235.0,21.0,Augsburg College,Sr,,11,1904.0,US,2009,0.0,LAL
1999,2,30,John Celestand,G,6-4,178.0,22.0,Villanova,Sr,,3,1911.0,US,2002,0.0,LAL
1998,1,26,Sam Jacobson,G,6-4,215.0,22.0,Minnesota,Sr,,3,1734.0,US,2000,0.0,GSW
1998,2,31,Ruben Patterson,F-G,6-5,223.0,22.0,Cincinnati,Sr,,10,1739.0,US,2007,0.0,POR
1997,2,51,DeJuan Wheat,G,6-0,165.0,23.0,Louisville,Sr,,4,1545.0,US,1998,0.0,MEM
1997,2,53,Paul Rogers,C,7-0,260.0,23.0,Gonzaga,Jr *,,1,,,,,
1996,1,24,Derek Fisher,G,6-1,210.0,21.0,Little Rock,Sr,,18,965.0,US,2013,0.0,LAL
1995,2,37,Frankie King,G,6-1,185.0,22.0,Western Carolina,Sr,,2,701.0,US,1996,0.0,PHI
1994,1,10,Eddie Jones,G-F,6-6,200.0,22.0,Temple,Sr,,14,224.0,US,2007,0.0,MIA
1993,1,12,George Lynch,SF,6-8,218.0,22.0,North Carolina,Sr,,12,248.0,US,2004,0.0,NOP
1993,2,37,Nick Van Exel,PG,6-1,170.0,21.0,Cincinnati,Sr,,13,89.0,US,2005,0.0,LAL
1992,1,15,Anthony Peeler,G,6-4,208.0,22.0,Missouri,Sr,,13,324.0,US,2004,0.0,MIN
1992,2,36,Duane Cooper,PG,6-1,185.0,22.0,USC,Sr,,5,1030.0,US,1993,0.0,LAL
1991,2,52,Anthony Jones,F,6-7,200.0,24.0,Oral Roberts,Sr,,1,,,,,
1990,1,27,Elden Campbell,FC,6-11,215.0,21.0,Clemson,Sr,,15,922.0,US,2004,0.0,LAL
1990,2,51,Tony Smith,G,6-3,185.0,22.0,Marquette,Sr,,9,380.0,US,2000,0.0,LAL
1989,1,26,Vlade Divac,C,7-1,260.0,21.0,KK Partizan (Serbia),1968 DOB *,,16,124.0,RS,2004,0.0,LAL
1988,1,25,David Rivers,G,6-0,170.0,23.0,Notre Dame,Sr,,4,77970.0,US,1991,0.0,LAC
1987,3,69,Willie Glass,SG,6-5,205.0,,St. John's,Sr,,1,,,,,
1987,4,92,Ralph Tally,PG,6-1,170.0,,Norfolk State,Sr,,2,,,,,
1987,6,115,Kenny Travis,G,,,,New Mexico State,Sr,,1,,,,,
1987,6,138,Frank Ford,GF,6-4,220.0,,Auburn,Sr,,1,,,,,
1987,7,161,Ron Vanderschaaf,FC,6-8,215.0,,Central Washington,Sr,,1,,,,,
1986,3,69,Andre Turner,G,5-11,160.0,21.0,Memphis,Sr,,6,78377.0,US,1991,0.0,WAS
1986,4,92,Dale Blaney,SG,6-5,185.0,22.0,West Virginia,Sr,,2,,,,,
1986,5,115,Roger Harden,G,6-1,165.0,22.0,Kentucky,Sr,,0,,,,,
1986,6,138,Walter Downing,FC,6-9,230.0,,Marquette,Sr,,0,,,,,
1986,7,161,Mark Coleman,F,6-3,,,Mississippi Valley State,Sr,,0,,,,,
1985,1,23,A.C. Green,PF,6-9,220.0,21.0,Oregon State,Sr,,16,920.0,US,2000,0.0,LAL
1985,4,92,Dexter Shouse,G,6-2,200.0,22.0,South Alabama,Sr,,3,78140.0,US,1989,0.0,PHI
1985,5,115,Timo Saarelainen,F,6-6,200.0,24.0,Brigham Young,Sr,,0,,,,,
1985,6,138,Tony Neal,,,,,Cal State Fullerton,Sr,,0,,,,,
1985,7,161,Keith Cleplicki,,,,,William & Mary,Sr,,0,,,,,
1984,1,23,Earl Jones,C,7-0,210.0,23.0,District of Columbia,Sr,,3,77183.0,US,1985,0.0,MIL
1984,3,69,George Singleton,PF,6-8,210.0,22.0,Furman,Sr,,0,,,,,
1984,4,92,John Revelli,PF,6-8,225.0,,Stanford,Sr,,0,,,,,
1984,5,115,Lance Berwald,FC,6-10,,,North Dakota State,Sr,,0,,,,,
1984,6,138,Keith Jones,G,,,,Stanford,Sr,,0,,,,,
1984,7,161,Richard Haenisch,F,,,,Chaminade,Sr,,0,,,,,
1983,3,69,Orlando Phillips,PF,6-7,215.0,22.0,Pepperdine,Sr,,0,,,,,
1983,4,92,Terry Lewis,SG,6-5,190.0,,Mississippi State,Sr,,0,,,,,
1983,5,115,Danny Dixon,,,,,Alabama A&M,Sr,,0,,,,,
1983,6,138,Mark Steele,F,,,,Colorado State,Sr,,0,,,,,
1983,7,161,Ricky Mixon,,,,,Cal State Fullerton,Sr,,0,,,,,
1982,1,1,James Worthy,SF,6-9,225.0,21.0,North Carolina,Jr *,,12,1460.0,US,1993,0.0,LAL
1982,3,54,Hutch Jones,F,6-8,195.0,22.0,Vanderbilt,Jr,,0,77203.0,US,1983,0.0,LAC
1982,3,67,Mike Hackett,GF,6-6,210.0,22.0,Jacksonville,Sr,,0,,,,,
1982,4,90,Craig McCormick,FC,6-10,,,Western Kentucky,Sr,,0,,,,,
1982,5,113,Howard McNeill,,,,,Seton Hall,Sr,,0,,,,,
1982,6,136,"Lynden Rose, Sr.",G,6-3,175.0,21.0,Houston,Sr,,1,,,,,
1982,7,159,Maurice Williams,,,,,USC,Sr,,0,,,,,
1982,8,182,Micah Blunt,PF,6-9,210.0,,Tulane,Sr,,0,,,,,
1982,9,203,Tim Byrne,,,,,Rutgers,Sr,,0,,,,,
1981,1,19,Mike McGee,GF,6-5,190.0,21.0,Michigan,Sr,,9,77530.0,US,1989,0.0,LAL
1981,2,39,Harvey Knuckles,SF,6-6,185.0,22.0,Toledo,Sr,,1,,,,,
1981,2,42,Elvis Rolle,FC,6-10,225.0,23.0,Florida State,Sr,,0,,,,,
1981,3,51,Zam Fredrick,SG,6-2,180.0,21.0,South Carolina,Sr,,0,,,,,
1981,3,65,Ron Cornelius,PF,6-8,200.0,,Pacific,Sr,,0,,,,,
1981,4,88,Kevin McKenna,GF,6-5,195.0,22.0,Creighton,Sr,,7,77541.0,US,1987,0.0,BKN
1981,5,111,Craig Watts,C,6-11,,,NC State,Sr,,0,,,,,
1981,6,134,Kevin Singleton,,,,,California,Sr,,0,,,,,
1981,7,157,Larry Petty,,,,,Wisconsin,Sr,,0,,,,,
1981,8,179,Jay Triano,SG,6-4,194.0,22.0,Simon Fraser,Sr,,1,,,,,
1980,2,31,Wayne Robinson,PF,6-8,217.0,22.0,Virginia Tech,Sr,,1,77996.0,US,1980,0.0,DET
1980,2,37,Butch Carter,G,6-5,180.0,21.0,Indiana,Sr,,6,76355.0,US,1985,0.0,IND
1980,4,87,Tony Jackson,PG,6-0,170.0,22.0,Florida State,Sr,,1,77100.0,US,1980,0.0,LAL
1980,4,91,Ron Baxter,SG,6-4,230.0,,Texas,Sr,,1,,,,,
1980,5,114,Rick Raivio,,,,,Portland,Jr,,0,,,,,
1980,6,137,Odis Boddie,G,6-2,,,North Alabama,Sr,,0,,,,,
1980,8,178,Melvin Hooker,,,,,Edinboro,Sr,,0,,,,,
1979,1,1,Magic Johnson,PG,6-9,255.0,19.0,Michigan State,So *,,14,77142.0,US,1995,0.0,LAL
1979,1,14,Brad Holland,SG,6-3,180.0,22.0,UCLA,Sr,,3,77040.0,US,1981,0.0,LAL
1979,2,25,Oliver Mack,SG,6-3,185.0,22.0,East Carolina,Sr,,3,77432.0,US,1981,0.0,DAL
1979,2,39,Victor King,PF,6-9,210.0,21.0,Louisiana Tech,Sr,,0,,,,,
1979,2,41,Mark Young,PF,6-10,238.0,,Fairfield,Sr,,0,,,,,
1979,3,60,Walter Daniels,SG,6-2,180.0,,Georgia,Sr,,2,,,,,
1979,4,79,Ray White,SG,6-5,200.0,,Mississippi State,Sr,,0,,,,,
1979,4,81,Ricky Reed,PG,6-1,170.0,,Temple,Sr,,0,,,,,
1978,2,26,Ron Carter,SG,6-5,190.0,21.0,Virginia Military,Sr,,3,76361.0,US,1979,0.0,LAL
1978,2,38,Lew Massey,SG,6-4,202.0,22.0,Charlotte,Sr,,0,,,,,
1978,3,60,Michael Cooper,SG,6-5,170.0,22.0,New Mexico,Sr,,13,76444.0,US,1989,0.0,LAL
1978,4,82,Harold Robertson,SG,6-1,165.0,,Lincoln (MO),Sr,,0,,,,,
1978,5,104,Carlos Terry,SG,6-5,210.0,21.0,Winston-Salem State,Sr,,4,78307.0,US,1982,0.0,WAS
1978,6,126,Kim Stewart,F,,,,Washington,Sr,,0,,,,,
1978,7,147,Larry Paige,,,,,Colorado State,Sr,,0,,,,,
1977,1,6,Kenny Carr,GF,6-7,220.0,21.0,NC State,Jr *,,10,76350.0,US,1986,0.0,POR
1977,1,15,Brad Davis,G,6-3,180.0,21.0,Maryland,Jr *,,15,76516.0,US,1991,0.0,DAL
1977,1,22,Norm Nixon,G,6-2,170.0,21.0,Duquesne,Sr,,12,77721.0,US,1988,0.0,LAL
1977,3,46,James Edwards,C,7-0,225.0,21.0,Washington,Sr,,19,229.0,US,1995,0.0,IND
1977,4,88,Tony Robertson,GF,6-5,195.0,21.0,West Virginia,Sr,,2,77983.0,US,1978,0.0,ATL
1977,5,110,John Robinson,,,,,Michigan,Sr,,0,,,,,
1977,6,131,Grover Woolard,,,,,Murray State,Sr,,1,,,,,
1977,7,151,Lars Hansen,C,6-10,225.0,22.0,Washington,Sr,,2,76941.0,US,1978,0.0,OKC
1977,8,170,Art Allen,,,,,Pepperdine,Sr,,0,,,,,
1976,2,21,Earl Tatum,SG,6-5,185.0,22.0,Marquette,Sr,,4,78294.0,US,1979,0.0,LAL
1976,3,36,Mike Dabney,SG,6-4,180.0,21.0,Rutgers,Sr,,2,,,,,
1976,3,43,Tom Abernethy,PF,6-7,220.0,22.0,Indiana,Sr,,5,76005.0,US,1980,0.0,GSW
1976,4,60,Wayman Britt,PG,6-2,,23.0,Michigan,Sr,,2,76259.0,US,1977,0.0,DET
1976,6,95,Ed Schweitzer,,,,,Stanford,Sr,,0,,,,,
1976,7,113,Tommie Lipsey,,,,,Cal State Los Angeles,Sr,,0,,,,,
1976,8,131,Ed Gregg,C,7-0,,,Utah State,Sr,,0,,,,,
1976,9,149,David Pickett,,,,,Louisiana-Monroe,Sr,,0,,,,,
1975,1,2,Dave Meyers,PF,6-8,215.0,22.0,UCLA,Sr,,5,77586.0,US,1979,0.0,MIL
1975,4,56,C.J. Kupec,FC,6-6,220.0,22.0,Michigan,Sr,,3,77325.0,US,1977,0.0,LAL
1975,5,74,Charles Russell,F,,,,Alabama,Sr,,0,,,,,
1975,6,92,Don Ford,F,6-9,215.0,22.0,UC Santa Barbara,Sr,,7,76734.0,US,1981,0.0,LAL
1975,7,110,Rick Suttle,FC,6-10,,,Kansas,Sr,,0,,,,,
1975,8,128,Mike Cashman,,,,,Willamette,Sr,,0,,,,,
1974,1,12,Brian Winters,GF,6-4,185.0,22.0,South Carolina,Sr,,9,78600.0,US,1982,0.0,MIL
1974,2,21,Billy Knight,GF,6-6,195.0,21.0,Pittsburgh,Jr,,9,77290.0,US,1984,0.0,IND
1974,3,48,Jim Bradley,PF,6-8,215.0,22.0,Northern Illinois,Sr,,1,,,,,
1974,4,67,Ron de Vries,C,6-11,210.0,,Illinois State,Sr,,1,,,,,
1974,5,84,Seymour Reed,,,,,Bradley,Sr,,1,,,,,
1974,6,103,Billy Morris,,,,,Saint Louis,Sr,,0,,,,,
1974,7,120,Dennis Van Zant,PF,6-9,210.0,21.0,Azusa Pacific,Sr,,0,,,,,
1974,8,139,Bob Florence,,,,,UNLV,Sr,,0,,,,,
1973,1,5,Kermit Washington,FC,6-8,230.0,21.0,American University,Sr,,9,78467.0,US,1987,0.0,LAL
1973,2,23,Billy Schaeffer,SF,6-5,200.0,21.0,St. John's,Sr,,1,,,,,
1973,2,34,Pete Perry,C,6-11,220.0,25.0,Texas-RGV,Sr,,1,,,,,
1973,4,68,Larry Finch,SG,6-2,185.0,22.0,Memphis,Sr,,0,,,,,
1973,5,84,Kresimir Cosic,C,6-11,210.0,24.0,Brigham Young,Jr,,0,,,,,
1973,6,102,David Brent,,,,,Jacksonville,Sr,,0,,,,,
1973,7,118,Nate Hawthorne,SG,6-4,190.0,23.0,Southern Illinois,Sr,,4,76978.0,US,1975,0.0,PHX
1973,8,136,Roy McPipe,G,6-3,,22.0,Montana,Jr,,0,,,,,
1972,1,13,Travis Grant,SF,6-7,215.0,22.0,Kentucky State,Sr,,3,76853.0,US,1973,0.0,LAL
1972,2,16,Jim Price,G,6-3,195.0,22.0,Louisville,Sr,,7,77883.0,US,1978,0.0,LAL
1972,2,22,Paul Stovall,G,6-4,215.0,23.0,Arizona State,Sr,,1,78267.0,US,1972,0.0,PHX
1972,3,47,Gregg Northington,C,7-1,238.0,22.0,Alabama State,Jr,,0,,,,,
1972,5,80,Glen Summors,,,,,Gannon,Jr,,0,,,,,
1972,6,97,Sam Simmons,,,,,Bradley,Sr,,0,,,,,
1971,1,13,Jim Cleamons,SG,6-3,185.0,21.0,Ohio State,Sr,,9,76402.0,US,1979,0.0,CLE
1971,4,64,Roger Brown,C,6-11,225.0,21.0,Kansas,Sr,,4,76286.0,US,1979,0.0,DET
1971,5,81,Lee Dedmon,C,6-10,195.0,,North Carolina,Sr,,0,,,,,
1971,6,98,Bill Brickhouse,,,,,Montana State,Sr,,0,,,,,
1971,7,115,Gene Gathers,,,,,Bradley,Sr,,0,,,,,
1971,8,132,Luke Adams,,,,,Lamar,Sr,,0,,,,,
1971,9,148,Bob Cheeks,,,,,Whittier,Sr,,0,,,,,
1971,10,164,Cliff Mosely,,,,,Quinnipiac,Sr,,0,,,,,
1970,1,13,Jim McMillian,SF,6-5,215.0,22.0,Columbia,Sr,,9,77554.0,US,1978,0.0,LAL
1970,2,30,Earnie Killum,SG,6-3,180.0,21.0,Stetson,Sr,,1,77257.0,US,1970,0.0,LAL
1970,4,64,Larry Mikan,SF,6-7,210.0,21.0,Minnesota,Sr,,1,77591.0,US,1970,0.0,CLE
1970,5,81,John Fultz,,,,,Rhode Island,Sr,,0,,,,,
1970,6,98,Jerry Kroll,,,,,Davidson,Sr,,0,,,,,
1970,7,115,Willie Woods,F,,,,Eastern Kentucky,Sr,,0,,,,,
1970,8,132,Rick Mount,G,6-4,180.0,23.0,Purdue,Sr,,1,,,,,
1970,9,149,Bobby Sands,,,,,Pepperdine,Sr,,0,,,,,
1970,10,166,Kindell Stephens,,,,,Fisk,Sr,,0,,,,,
1970,11,181,Bob Duklet,,,,,Boston College,Sr,,0,,,,,
1970,12,192,Dewey Varner,,,,,Tuskegee,Sr,,0,,,,,
1970,13,202,Garry Elliott,,,,,Washington,Sr,,0,,,,,
1970,14,212,Ron Sanford,F,6-9,215.0,23.0,New Mexico,Jr,,0,,,,,
1970,15,221,Will Teague,C,6-10,,,Youngstown State,Sr,,0,,,,,
1970,16,228,Pete Walthour,,,,,Fort Valley State,Sr,,0,,,,,
1970,17,232,Bob Thate,,,,,Occidental,Sr,,0,,,,,
1969,1,12,Willie McCarter,SG,6-3,175.0,22.0,Drake,Sr,,3,77505.0,US,1971,0.0,LAL
1969,1,15,Rick Roberson,FC,6-9,231.0,21.0,Cincinnati,Sr,,7,77973.0,US,1975,0.0,LAL
1969,2,27,Dick Garrett,G,6-3,185.0,22.0,Southern Illinois,Sr,,5,76788.0,US,1973,0.0,LAC
1969,5,69,Wil Jones,PF,6-8,205.0,22.0,Albany State (GA),Sr,,2,77201.0,US,1977,0.0,IND
1969,6,83,Dick Grubar,G,6-4,184.0,21.0,North Carolina,Sr,,0,,,,,
1969,7,97,Kari Liimbo,,,,,Brigham Young,Sr,,0,,,,,
1969,8,111,Joe Smith,,,,,Oklahoma State,Sr,,0,,,,,
1969,9,125,Jim Smith,,,,,Northern Illinois,Sr,,0,,,,,
1969,10,139,Phil Argento,G,6-2,183.0,,Kentucky,Sr,,0,,,,,
1969,11,153,Ron Peret,,,,,Texas A&M,Sr,,0,,,,,
1969,12,166,Jack Gillespie,,,,21.0,Montana State,Sr,,0,,,,,
1969,13,178,Mallory Chestnutt,,,,,Tuskegee,Sr,,0,,,,,
1969,14,187,Mack Calvin,PG,6-0,165.0,21.0,USC,Sr,,4,76336.0,US,1980,0.0,DEN
1968,1,11,Bill Hewitt,SF,6-7,210.0,23.0,USC,Sr,,6,77013.0,US,1974,0.0,DET
1968,4,45,Eddie Biedenbach,G,6-1,175.0,22.0,NC State,Jr,,1,76163.0,US,1968,0.0,PHX
1968,5,59,Lou Shephard,,,,,Missouri State,Sr,,0,,,,,
1967,11,116,Nick Pino,C,7-0,235.0,,Kansas State,Jr,,0,,,,,
1968,7,87,Dennis Hrcka,,,,,Hillsdale (MI),Sr,,0,,,,,
1968,8,101,John Smith,C,7-0,235.0,23.0,CSU Pueblo,Sr,,0,,,,,
1968,9,115,George Stone,F,6-7,190.0,22.0,Marshall,Sr,,0,,,,,
1968,10,129,Charles Alford,,,,,East Carolina,Sr,,0,,,,,
1968,11,142,Harry Singletary,,,,,Eckerd College,Sr,,0,,,,,
1968,12,155,Reggie Lacefield,F,6-5,230.0,22.0,Western Michigan,Sr,,0,,,,,
1968,13,167,Harvey Mumford,,,,,Montana State,Sr,,0,,,,,
1968,14,178,John Godfrey,,,,,Abilene Christian,Sr,,0,,,,,
1968,15,187,Johnny Baum,F,6-5,200.0,21.0,Temple,Jr,,2,,,,,
1968,16,195,Mike Eberle,,,,,Wyoming,Sr,,0,,,,,
1967,2,16,Randy Mahaffey,F,6-7,210.0,21.0,Clemson,Sr,,0,,,,,
1967,3,23,Dwight Smith,G,6-4,200.0,,Western Kentucky,Sr,,0,,,,,
1967,4,35,Cliff Anderson,G,6-2,200.0,22.0,Saint Joseph's,Sr,,3,76035.0,US,1970,0.0,LAL
1967,5,47,Joe Allen,,,,,Bradley,Jr,,0,,,,,
1967,6,59,Gary Keller,FC,6-9,220.0,22.0,Florida,Sr,,0,,,,,
1967,7,71,Jamie Thompson,F,,,,Wichita State,Sr,,0,,,,,
1967,8,83,Don Carlos,,,,22.0,Otterbein,Sr,,0,,,,,
1967,9,94,Jay McMillon,,,,,Maryland,Sr,,0,,,,,
1967,10,105,Don Kruze,,,,,Houston,Sr,,0,,,,,
1967,12,127,Ben Monroe,,,,,New Mexico,Sr,,0,,,,,
1967,13,137,Gary Jones,,,,,Iowa,Sr,,0,,,,,
1966,1,7,Jerry Chambers,SF,6-5,185.0,22.0,Utah,Sr,,4,76376.0,US,1971,0.0,PHX
1964,4,30,Hank Finkel,C,7-0,240.0,22.0,Dayton,So,,10,,,,,
1966,3,27,John Block,FC,6-9,207.0,22.0,USC,Sr,,10,76187.0,US,1975,0.0,HOU
1966,4,37,Archie Clark,G,6-2,175.0,24.0,Minnesota,Sr,,10,76397.0,US,1975,0.0,PHI
1966,5,48,Stan Washington,GF,6-3,,,Michigan State,Sr,,0,,,,,
1966,6,57,Keith Thomas,,,,,Vanderbilt,Sr,,0,,,,,
1966,7,66,Tab Jackson,,,,,Idaho,Sr,,0,,,,,
1966,8,75,John Wetzel,GF,6-5,190.0,21.0,Virginia Tech,Sr,,7,78501.0,US,1975,0.0,ATL
1966,9,82,Julian Hammond,FC,6-5,205.0,22.0,Tulsa,Sr,,0,,,,,
1966,10,89,Mike Rooney,G,6-2,175.0,,Oklahoma,Sr,,0,,,,,
1966,11,96,George Grams,C,7-0,,21.0,Purdue,Sr,,0,,,,,
1965,2,16,John Fairchild,FC,6-8,205.0,22.0,Brigham Young,Sr,,1,76691.0,US,1965,0.0,LAL
1965,3,25,Jim Caldwell,C,6-10,240.0,22.0,Georgia Tech,Sr,,1,76328.0,US,1967,0.0,NYK
1965,4,34,Brooks Henderson,G,6-2,,,Florida,Sr,,0,,,,,
1965,5,43,A.W. Davis,,,,,Tennessee,Sr,,0,,,,,
1965,6,52,Theo Cruz,,,,,Seattle,Sr,,0,,,,,
