Year,Round,Pick,Player,Pos,HT,WT,Age,Pre-Draft Team,Class,Draft Trades,YOS,nba_id,origin_country,played_until_year,is_defunct,plays_for,awards
1971,2,34,Gregg Northington,C,7-1,238.0,21.0,Alabama State,Jr,,0,,,,,,
1971,3,50,Ken Mayfield,SG,6-2,185.0,22.0,Tuskegee,Sr,,0,77494.0,US,1975.0,0.0,NYK,
1971,4,67,Steve Niles,C,7-0,240.0,,Texas A&M,Sr,,1,,,,,,
1971,6,101,Bill Mainor,G,,,,Fordham,Sr,,0,,,,,,
1971,7,118,Danny Davis,,,,,Henderson State,Sr,,1,,,,,,
1971,8,135,Leroy Eldridge,,,,,Cheyney (PA),Sr,,0,,,,,,
1971,9,151,Mike O'Brien,,,,,Saint Leo,Sr,,0,,,,,,
1971,10,167,Andy Toth,G,6-3,,,Cheyney (PA),Sr,,0,,,,,,
1971,11,181,Ken Davis,G,5-11,181.0,,Georgetown College (KY),Sr,,0,,,,,,
1971,12,194,Carl Greenfield,,,,,Eastern Kentucky,Sr,,0,,,,,,
1971,13,206,Larry Duckworth,,,,,Henderson State,Jr,,0,,,,,,
1971,14,215,Jack O'Connor,,,,,Providence (MT),Sr,,0,,,,,,
1970,1,17,Mike Price,SG,6-3,200.0,21.0,Illinois,Sr,,3,77884.0,US,1972.0,0.0,NYK,
1970,2,34,Howie Wright,G,6-3,185.0,23.0,Austin Peay,Sr,,0,,,,,,
1970,3,51,Al Williams,F,6-6,195.0,22.0,Drake,Sr,,0,,,,,,
1970,4,68,John Marren,F,6-8,,21.0,Manhattan,Sr,,0,,,,,,
1970,5,85,Jim Oxley,,,,,Army West Point,Sr,,0,,,,,,
1970,6,102,Jim Signorile,C,6-8,,,NYU,Sr,,0,,,,,,
1970,7,119,Roy Hodge,,,,,Wagner,Sr,,1,,,,,,
1970,8,136,Greg Fillmore,C,7-1,240.0,23.0,Cheyney (PA),Sr,,2,76715.0,US,1971.0,0.0,NYK,
1970,9,153,Walker Banks,C,6-10,205.0,22.0,Western Kentucky,Sr,,0,,,,,,
1970,10,170,Don Curnutt,,,,,Miami (FL),Sr,,0,,,,,,
1969,1,11,Johnny Warren,G,6-3,180.0,21.0,St. John's,Sr,,5,78461.0,US,1973.0,0.0,CLE,
1969,2,26,Bill Bunting,PF,6-8,200.0,21.0,North Carolina,Sr,,0,,,,,,
1969,3,40,Eddie Mast,PF,6-9,220.0,20.0,Temple,Sr,,3,77483.0,US,1972.0,0.0,NYK,
1969,4,54,Elnardo Webster,F,6-5,190.0,21.0,Saint Peter's,Sr,,0,,,,,,
1969,5,68,Gene Littles,,,,25.0,High Point,Sr,,0,,,,,,
1969,6,82,Dwight Durante,G,5-8,,,Catawba,Sr,,0,,,,,,
1969,7,96,Chris Thomforde,,,,,Princeton,Sr,,1,,,,,,
1969,8,110,Jim Healey,,,,,Rockhurst,Sr,,0,,,,,,
1969,9,124,Roger Walaszak,,,,,Columbia,Sr,,0,,,,,,
1969,10,138,Frank McLaughlin,,,,,Fordham,Sr,,0,,,,,,
1969,11,152,Marvin Lewis,,,,,Stony Brook,Sr,,0,,,,,,
1969,12,165,Bill O'Rourke,,,,,St. John Fisher,Sr,,0,,,,,,
1969,13,177,James Wyatt,,,,,Northwestern,Sr,,0,,,,,,
1969,14,186,Rich Travis,,,,,Oklahoma City,Sr,,0,,,,,,
1968,1,10,Wilmer Hosket,PF,6-8,225.0,21.0,Ohio State,Sr,,4,77061.0,US,1971.0,0.0,NYK,
1968,3,30,Don May,SF,6-4,200.0,22.0,Dayton,Sr,,7,77489.0,US,1974.0,0.0,ATL,
1968,4,44,Jabali Warren,G,6-2,200.0,21.0,Wichita State,Sr,,0,,,,,,
1968,5,58,Hal Booker,C,6-11,235.0,20.0,Cheyney (PA),RS-Jr,,0,,,,,,
1968,6,72,Brian Brunkhorst,,,,22.0,Marquette,Sr,,0,,,,,,
1968,7,86,Bob Waldal,,,,,Dickinson State,Sr,,0,,,,,,
1968,8,100,Bobby Hooper,G,6-0,180.0,21.0,Dayton,Sr,,0,,,,,,
1968,9,114,Roger Bohnenstiel,,,,,Kansas,Sr,,0,,,,,,
1968,10,128,Sylvester Adams,,,,,North Carolina A&T,Sr,,0,,,,,,
1968,11,141,Bob Redd,,,,,Marshall,Sr,,0,,,,,,
1968,12,154,Pat Moriarty,,,,,Guilford,Sr,,0,,,,,,
1968,13,166,Ken Morehead,,,,,Hillsdale (MI),Sr,,0,,,,,,
1968,14,177,John Harlow,,,,,Princeton,Sr,,0,,,,,,
1968,15,186,Ed Fellers,,,,,Guilford,Sr,,0,,,,,,
1968,16,194,Bob Ferguson,,,,,Tennessee Wesleyan,Sr,,0,,,,,,
1968,17,202,Milt Williams,PG,6-2,182.0,22.0,Lincoln (MO),Sr,,5,78560.0,US,1973.0,0.0,OKC,
1967,1,5,Walt Frazier,PG,6-4,200.0,22.0,Southern Illinois,Sr,,13,76750.0,US,1979.0,0.0,NYK,
1967,2,17,Phil Jackson,PF,6-8,220.0,21.0,North Dakota,Sr,,13,77106.0,US,1979.0,0.0,NYK,
1967,3,24,Gary Gregor,F,6-7,225.0,21.0,South Carolina,Sr,,6,,,,,,
1967,4,36,Keith Swagerty,F,6-7,235.0,21.0,Pacific,Sr,,0,,,,,,
1967,5,48,Barry Leibowitz,G,6-2,,21.0,Long Island,Sr,,0,,,,,,
1967,6,60,Bob Benfield,FC,6-8,,,West Virginia,Sr,,0,,,,,,
1967,7,72,Butch Wade,,,,,Indiana State,Sr,,0,,,,,,
1967,8,84,Gil Radday,,,,,St. Francis (NY),Sr,,0,,,,,,
1967,9,95,Ray Smith,,,,,Kansas State,Sr,,0,,,,,,
1967,10,106,Bruce Kaplan,GF,6-4,,,NYU,Sr,,0,,,,,,
1967,11,117,Mark Merkin,F,6-6,,,North Carolina,Sr,,0,,,,,,
1967,12,128,Mike Riordan,GF,6-4,200.0,21.0,Providence,Sr,,9,77966.0,US,1976.0,0.0,WAS,
1966,1,1,Cazzie Russell,GF,6-5,218.0,21.0,Michigan,Sr,,12,78045.0,US,1977.0,0.0,NYK,
1966,2,11,Henry Akin,FC,6-10,225.0,21.0,Morehead State,Sr,,2,76018.0,US,1967.0,0.0,NYK,
1966,3,21,Stew Johnson,F,6-8,220.0,21.0,Murray State,Sr,,0,,,,,,
1966,4,31,Lee DeFore,F,6-6,210.0,21.0,Auburn,Sr,,0,,,,,,
1966,5,41,Ron Jackson,,,,,Clark Atlanta,Sr,,0,,,,,,
1966,6,51,George Fisher,,,,,Utah,Sr,,0,,,,,,
1966,7,60,Mike Dabich,,,,23.0,New Mexico State,Sr,,0,,,,,,
1966,9,78,Bill Turner,F,6-7,220.0,22.0,Akron,Jr,,6,,,,,,
1966,10,85,Rich Moore,G,6-2,190.0,,Hiram College,Jr,,0,,,,,,
1966,11,92,Rich Dyer,,,,,NYU,Sr,,0,,,,,,
1966,12,98,Dave Deutsch,G,6-1,170.0,20.0,Rochester (NY),Sr,,1,76560.0,US,1966.0,0.0,NYK,
1966,13,101,Bob Bennett,C,6-8,196.0,,North Carolina,Sr,,0,,,,,,
1965,1,3,Dave Stallworth,SF,6-7,200.0,23.0,Wichita State,Sr,,8,78238.0,US,1974.0,0.0,NYK,
1965,2,10,Dick Van Arsdale,GF,6-5,210.0,22.0,Indiana,Sr,,12,78398.0,US,1976.0,0.0,PHX,
1965,2,14,Hal Blevins,G,6-1,188.0,,Arkansas-Monticello,Sr,,0,,,,,,
1965,3,19,John Clemens,PF,6-6,210.0,22.0,Ohio Wesleyan,Sr,,11,76403.0,US,1975.0,0.0,OKC,
1965,4,28,Larry Lembo,G,6-4,,,Manhattan,Sr,,0,,,,,,
1965,5,37,Steve Nisenson,G,,,,Hofstra,Sr,,0,,,,,,
1965,6,46,Warren Davis,FC,6-6,216.0,21.0,North Carolina A&T,Sr,,0,,,,,,
1965,7,55,Dale Neel,,,,,High Point,Sr,,0,,,,,,
1965,8,63,Frank Granat,,,,,Alliance College,Sr,,0,,,,,,
1965,9,69,Jay Neary,SG,,,,UNC Wilmington,Jr,,0,,,,,,
1965,10,75,Wayne Molis,C,6-8,230.0,22.0,Lewis,Sr,,1,77625.0,US,1966.0,0.0,NYK,
1965,11,81,Bill Meyer,G,6-3,195.0,21.0,Hiram College,Sr,,0,,,,,,
1965,12,87,Bob Trupin,,,,,Yale,Sr,,0,,,,,,
1965,13,92,Dennis McGovern,,,,,Rhode Island,Sr,,0,,,,,,
1964,1,1,Jim Barnes,FC,6-8,210.0,23.0,UTEP,Sr,,7,76105.0,US,1970.0,0.0,BOS,
1964,2,8,Willis Reed,FC,6-9,240.0,21.0,Grambling State,Sr,,10,77929.0,US,1973.0,0.0,NYK,
1964,2,13,Howard Komives,PG,6-1,185.0,22.0,Bowling Green,Sr,,10,77297.0,US,1973.0,0.0,NYK,
1964,3,17,Brian Generalovich,G,6-4,210.0,,Pittsburgh,Sr,,0,,,,,,
1963,8,63,Freddie Crawford,SG,6-4,189.0,21.0,St. Bonaventure,Jr,,5,,,,,,
1964,5,35,Tony Gennari,,,,,Canisius,Sr,,0,,,,,,
1964,6,44,Tom Lavelle,,,,,Western Carolina,Sr,,0,,,,,,
1964,7,53,Emmette Bryant,PG,6-1,175.0,25.0,DePaul,Sr,,8,76289.0,US,1971.0,0.0,NYK,
1964,8,62,Jim Boutin,,,,,Lewis & Clark,Sr,,0,,,,,,
1964,9,71,Jack Brens,F,6-8,,,Wisconsin,Sr,,0,,,,,,
1964,10,78,Jim Christy,G,6-1,185.0,,Georgetown,Sr,,0,,,,,,
1964,11,85,Dennis Lynch,,,,,Yale,Sr,,0,,,,,,
1963,1,1,Art Heyman,GF,6-5,205.0,21.0,Duke,Sr,,4,77015.0,US,1965.0,0.0,NYK,
1963,2,9,Jerry Harkness,G,6-2,175.0,22.0,Loyola (IL),Jr,,1,76950.0,US,1963.0,0.0,NYK,
1963,3,18,Bill O'Connor,F,6-5,205.0,,Canisius,Sr,,1,,,,,,
1963,4,27,Nate Cloud,F,6-6,198.0,,Delaware,Sr,,0,,,,,,
1963,5,36,Joe McDermott,C,,,,Belmont Abbey,Sr,,0,,,,,,
1963,6,45,Jim Kerwin,,,,,Tulane,Sr,,0,,,,,,
1963,7,54,Bob Woolard,C,6-10,225.0,22.0,Wake Forest,Sr,,0,,,,,,
1963,9,68,Ray Cronk,,,,,Lake Land (IL),Sr,,0,,,,,,
1963,10,73,Gerald Glur,C,,,,Furman,Sr,,0,,,,,,
1963,11,76,Orb Bowling,C,6-10,215.0,24.0,Tennessee,Sr,,0,,,,,,
1963,12,78,Bob Walter,,,,,Baldwin Wallace,Sr,,0,,,,,,
1963,13,80,Jerry Szachara,G,,,,Cornell,Sr,,0,,,,,,
1963,14,82,Bill Raftery,,,,20.0,La Salle,Sr,,0,,,,,,
1963,15,83,Ron Pickett,C,,,22.0,Eastern Kentucky,Sr,,0,,,,,,
1962,1,2,Paul Hogue,C,6-9,240.0,21.0,Cincinnati,Sr,,2,77038.0,US,1963.0,0.0,NYK,
1962,2,9,John Rudometkin,F,6-6,205.0,21.0,USC,Sr,,3,78037.0,US,1964.0,0.0,NYK,
1962,3,18,Bobby Rascoe,G,6-4,185.0,21.0,Western Kentucky,Sr,,0,,,,,,
1962,5,36,Bob Burgess,,,,,Marshall,Sr,,0,,,,,,
1962,6,45,Ken Stanley,,,,,Pacific,Sr,,0,,,,,,
1962,7,54,Richie Swartz,,,,,Hofstra,Sr,,0,,,,,,
1962,8,62,Warren Fouts,F,,,,Oklahoma,Sr,,0,,,,,,
1962,9,71,Paul Benec,,,,,Duquesne,Sr,,0,,,,,,
1962,10,80,Ralph Richardson,,,,,Eastern Kentucky,Sr,,0,,,,,,
1962,11,86,Ed Mazria,,,,,Pratt,Sr,,0,,,,,,
1961,1,2,Tom Stith,F,6-5,210.0,22.0,St. Bonaventure,Sr,,1,78260.0,US,1962.0,0.0,NYK,
1961,2,10,Ronald Martin,G,6-2,185.0,21.0,St. Bonaventure,Sr,,1,77479.0,US,1961.0,0.0,NYK,
1961,3,24,Tony Jackson,G,6-4,190.0,18.0,St. John's,Sr,,0,,,,,,
1961,4,33,George Blaney,G,6-1,175.0,21.0,Holy Cross,Sr,,1,76182.0,US,1961.0,0.0,NYK,
1961,5,42,Bill Smith,GF,6-5,190.0,21.0,Saint Peter's,Sr,,1,78209.0,US,1961.0,0.0,NYK,
1961,6,51,Cleveland Buckner,FC,6-9,210.0,22.0,Jackson State,Sr,,2,76295.0,US,1962.0,0.0,NYK,
1961,7,60,Donnie Butcher,G,6-2,200.0,25.0,Pikeville,Sr,,5,76318.0,US,1965.0,0.0,DET,
1961,8,69,Cedrick Price,,,,,Kansas State,Sr,,0,,,,,,
1961,9,77,Charles Bowman,,,,,Wabash College,Sr,,0,,,,,,
1961,10,84,Ron Debillous,,,,,Milwaukee,Sr,,0,,,,,,
1961,11,92,Kevin Loughery,SG,6-3,190.0,20.0,St. John's,Jr,,11,,,,,,
1961,12,99,Earl Shultz,,,,,California,Sr,,0,,,,,,
1961,13,102,Ned Jennings,C,6-9,220.0,22.0,Kentucky,Sr,,0,,,,,,
1961,14,105,Bill Engressor,,,,,LSU,Sr,,0,,,,,,
1961,15,107,Vince Kempton,,,,,Saint Joseph's,Sr,,0,,,,,,
1960,1,3,Darrall Imhoff,C,6-10,220.0,21.0,California,Sr,,12,77093.0,US,1971.0,0.0,LAL,
1960,2,10,Dave Budd,SF,6-6,205.0,21.0,Wake Forest,Sr,,5,76297.0,US,1964.0,0.0,NYK,
1960,2,11,Kelly Coleman,G,6-3,215.0,21.0,Kentucky Wesleyan,Sr,,1,,,,,,
1960,3,19,Bob McNeill,G,6-1,186.0,21.0,Saint Joseph's,Sr,,2,77562.0,US,1961.0,0.0,NYK,
1960,5,35,Charles McNeil,,,,,Maryland,Jr,,0,,,,,,
1960,6,43,Dave Denton,GF,,,,Georgia Tech,Sr,,0,,,,,,
1960,7,51,Dick Doughty,,,,,California,Sr,,0,,,,,,
1960,8,58,George Price,,,,,Memphis,Sr,,0,,,,,,
1960,9,65,Tommy Davis,,,,,Hawaii,Sr,,0,,,,,,
1960,10,72,Walt Mangham,F,6-3,,,Marquette,Sr,,0,,,,,,
1960,11,77,Howard Willis,,,,,Grambling State,Sr,,0,,,,,,
1960,12,82,Henry Hart,,,,,Auburn,Sr,,0,,,,,,
1960,13,86,Dick Furry,F,6-7,,,Ohio State,Sr,,0,,,,,,
1960,14,89,Jim Hanna,,,,,USC,Sr,,0,,,,,,
1960,15,91,Jerry Bechtal,,,,,Maryland,Sr,,0,,,,,,
1960,16,93,Jerry Schofield,,,,,Utah State,Sr,,0,,,,,,
1960,17,95,Tandy Gillis,,,,,California,Sr,,0,,,,,,
1960,18,97,George Krajick,,,,,Clemson,Sr,,0,,,,,,
1959,1,5,Johnny Green,SF,6-5,200.0,25.0,Michigan State,Sr,,14,76867.0,US,1972.0,0.0,NYK,
1959,3,20,Bob Anderegg,G,6-3,200.0,21.0,Michigan State,Sr,,1,76034.0,US,1959.0,0.0,NYK,
1958,4,27,Johnny Cox,G,6-4,185.0,21.0,Kentucky,Jr,,1,,,,,,
1959,5,35,Herb Busch,,,,,Virginia,Sr,,0,,,,,,
1959,6,43,Bucky McDonald,,,,,George Washington,Sr,,0,,,,,,
1959,7,51,Russ Robinson,,,,,Missouri State,Sr,,0,,,,,,
1959,8,57,Walt Torrence,G,,,,UCLA,Sr,,0,,,,,,
1959,9,63,Jerry Shipp,SF,6-6,196.0,23.0,Southeastern Oklahoma State,Sr,,0,,,,,,
1959,10,69,Paul Wilcox,,,,,Davis & Elkins,Sr,,0,,,,,,
1959,11,75,Paul Benes,,,,,Hope College (MI),Sr,,0,,,,,,
1959,12,79,Ed Blair,,,,,Western Michigan,Jr,,0,,,,,,
1959,13,81,John Nicoll,,,,,Brigham Young,Sr,,0,,,,,,
1959,14,82,Jack Israel,,,,,Missouri State,Sr,,0,,,,,,
1958,1,3,Mike Farmer,F,6-7,210.0,21.0,San Francisco,Sr,,7,76694.0,US,1965.0,0.0,ATL,
1958,1,4,Pete Brennan,F,6-6,205.0,21.0,North Carolina,Sr,,1,76245.0,US,1958.0,0.0,NYK,
1958,2,11,Joe Quigg,FC,6-9,205.0,,North Carolina,Sr,,0,,,,,,
1958,3,19,John Lee,G,6-3,205.0,,Yale,Sr,,0,,,,,,
1958,5,35,Don Lane,,,,,Dayton,Sr,,0,,,,,,
1958,6,43,Joe King,,,,,Oklahoma,Sr,,0,,,,,,
1958,7,51,Owen Lawson,,,,,Western Kentucky,Sr,,0,,,,,,
1958,8,59,Milt Kane,,,,,Utah,Sr,,0,,,,,,
1958,9,65,John McCarthy,,,,,Notre Dame,Sr,,0,,,,,,
1957,1,5,Brendan McCann,G,6-2,178.0,21.0,St. Bonaventure,Sr,,3,77500.0,US,1959.0,0.0,NYK,
1957,2,13,Larry Friend,GF,6-4,195.0,22.0,California,Sr,,1,76758.0,US,1957.0,0.0,NYK,
1957,3,21,Gary Clark,G,6-4,,,Syracuse,Sr,,0,,,,,,
1957,4,29,Rayford Wells,F,6-6,,21.0,Lenoir-Rhyne,Sr,,0,,,,,,
1957,5,37,Lee Marshall,GF,6-5,,,Washington & Lee,Sr,,0,,,,,,
1957,6,45,Jim Humphreys,,,,,Saint Michael's,Sr,,0,,,,,,
1956,1,4,Ron Shavlik,PF,6-8,200.0,22.0,NC State,Sr,,2,78128.0,US,1957.0,0.0,NYK,
1956,2,11,Gary Bergen,C,6-8,210.0,23.0,Utah,Sr,,1,76156.0,US,1956.0,0.0,NYK,
1956,3,19,Jerry Harper,C,6-8,215.0,,Alabama,Sr,,0,,,,,,
1956,4,27,Ronnie Mayer,G,6-4,195.0,,Duke,Sr,,0,,,,,,
1956,5,35,Joe Sexton,,,,,Purdue,Sr,,0,,,,,,
1956,6,43,Pat Dunn,G,6-2,170.0,25.0,Utah State,Sr,,1,76617.0,US,1957.0,0.0,GSW,
1956,7,51,Jack Adams,,,,,Eastern Kentucky,Sr,,0,,,,,,
1956,8,59,Art Bunte,GF,6-3,,,Utah,Sr,,0,,,,,,
1956,9,66,Dick Miller,,,,,Wisconsin,Sr,,0,,,,,,
1956,10,73,Howard Crittendon,,,,23.0,Murray State,Sr,,0,,,,,,
1956,11,79,Dick Miani,,,,,Miami (FL),Sr,,0,,,,,,
1956,12,83,Ed Petrie,,,,,Seton Hall,Sr,,0,,,,,,
1956,13,87,Tony Roybal,,,,,New Mexico,Sr,,0,,,,,,
1955,1,4,Ken Sears,F,6-9,198.0,21.0,Santa Clara,So,,8,78106.0,US,1963.0,0.0,NYK,
1955,2,11,Jerry Mullen,F,6-5,200.0,,San Francisco,Sr,,0,,,,,,
1955,3,19,Guy Sparrow,F,6-5,200.0,22.0,Detroit-Mercy,Sr,,3,78223.0,US,1959.0,0.0,NYK,
1955,4,27,Ed Cole,G,5-11,,,Creighton,Sr,,0,,,,,,
1955,5,35,Denver Brackeen,,,,,Ole Miss,Sr,,0,,,,,,
1955,6,43,Howard Sessums,,,,,Mississippi College,Sr,,0,,,,,,
1955,7,51,Jim Fay,,,,,St. Ambrose,Sr,,0,,,,,,
1955,8,59,Joe Beck,,,,,Missouri State,Sr,,0,,,,,,
1955,9,67,Don Payne,,,,,Adelphi,Sr,,0,,,,,,
1955,10,75,Wally McCarvill,,,,,Iona,Sr,,0,,,,,,
1955,11,82,Charles Stickels,,,,23.0,Hastings College,Sr,,0,,,,,,
1955,12,89,Mickey Harrington,,,,,Southern Mississippi,Sr,,0,,,,,,
1954,1,8,Jack Turner,G,6-4,170.0,23.0,Western Kentucky,Sr,,1,78380.0,US,1954.0,0.0,NYK,
1954,2,17,Richie Guerin,SG,6-4,195.0,21.0,Iona,Sr,,13,76902.0,US,1969.0,0.0,NYK,
1954,3,26,Don Anielak,C,6-7,195.0,23.0,Missouri State,Sr,,1,76049.0,US,1954.0,0.0,NYK,
1954,4,35,Don Lange,G,6-4,190.0,,Navy,Sr,,0,,,,,,
1954,5,44,Jesse Priscock,,,,,Kansas State,Sr,,0,,,,,,
1954,6,53,Ron Rivers,,,,,Wyoming,Sr,,0,,,,,,
1954,7,62,Solly Walker,G,,,,St. John's,Sr,,0,,,,,,
1954,8,71,Cob Jarvis,,,,21.0,Ole Miss,Sr,,0,,,,,,
1954,9,79,Henry Duckham,,,,,NYU Poly,Sr,,0,,,,,,
1954,10,88,John Clune,,,,21.0,Navy,Sr,,0,,,,,,
1954,11,96,Bob Walter,,,,,Oklahoma,Sr,,0,,,,,,
1954,12,99,Bill Stickel,,,,,Hastings College,Sr,,0,,,,,,
1953,2,15,Neil Gordon,,,,,Furman,Sr,,0,,,,,,
1953,3,24,Dick Atha,PG,6-2,190.0,21.0,Indiana State,Sr,,2,,,,,,
1953,4,33,Thomas Bishop,,,,,Southern Mississippi,Sr,,0,,,,,,
1953,5,42,Bob Santini,F,6-5,190.0,21.0,Iona,Sr,,1,78061.0,US,1955.0,0.0,NYK,
1953,6,51,Joe Smyth,GF,6-3,215.0,23.0,Niagara,Sr,,1,78212.0,US,1953.0,1.0,BAL,
1953,7,60,Bob Matheny,,,,,California,Sr,,0,,,,,,
1953,8,69,Allan Schutts,,,,,Springfield College (Massachusetts),Sr,,0,,,,,,
1953,9,78,Forrest Hamilton,,,,,Missouri State,Sr,,0,,,,,,
1953,10,86,Richard Prater,,,,,Kentucky,Sr,,0,,,,,,
1953,11,93,Larry O'Connor,,,,,Canisius,Sr,,0,,,,,,
1953,12,100,Delmer Diercks,,,,,Iowa State,Sr,,0,,,,,,
1952,1,6,Ralph Polson,F,6-7,200.0,22.0,Whitworth University,Sr,,1,77868.0,US,1952.0,0.0,GSW,
1952,2,16,Bertram Cook,SG,6-3,185.0,23.0,Utah State,Sr,,1,,,,,,
1952,3,26,Dick Bunt,G,6-0,170.0,21.0,NYU,Sr,,1,76301.0,US,1952.0,1.0,BAL,
1952,4,36,Roy Belliveau,,,,,Seton Hall,Sr,,0,,,,,,
1952,5,46,Ben Gibson,,,,,Saint Mary's,Sr,,0,,,,,,
1952,6,56,Dick Surhoff,GF,6-4,210.0,22.0,Long Island,Sr,,2,78280.0,US,1953.0,0.0,ATL,
1952,7,66,Bud Julian,,,,,Missouri State,Sr,,0,,,,,,
1952,8,76,Paul Sullivan,F,6-8,200.0,,Alabama,Sr,,0,,,,,,
1951,1,6,Ed Smith,F,6-6,180.0,21.0,Harvard,Sr,,1,78187.0,US,1953.0,0.0,NYK,
1951,2,16,Roland Minson,F,6-0,180.0,,Brigham Young,Sr,,0,,,,,,
1951,3,26,Joe Luchi,,,,,Cincinnati,Sr,,0,,,,,,
1951,4,36,Lloyd Sandstrom,,,,,St. Thomas,Sr,,0,,,,,,
1951,5,46,Tom Smith,G,6-1,165.0,22.0,Saint Peter's,Sr,,0,,,,,,
1951,6,56,Jim Luisi,PG,6-2,180.0,22.0,St. John's,Sr,,4,77422.0,US,1953.0,1.0,BAL,
1951,7,66,Sid Ryen,,,,,Denver,Sr,,0,,,,,,
1950,1,7,George Yardley,GF,6-4,175.0,21.0,City College of New York,Sr,,0,78628.0,US,1959.0,0.0,DET,
1950,3,31,Stan Weber,,,,,Bowling Green,Sr,,0,,,,,,
1950,4,43,Joe Ossola,,,,,Saint Louis,Sr,,0,,,,,,
1950,5,55,Dick Barnes,,,,,San Diego State,Sr,,0,,,,,,
1950,6,67,Don Parsons,F,6-4,190.0,,Rutgers,Sr,,0,,,,,,
1950,7,79,Dan Bagley,,,,,Notre Dame,Jr,,0,,,,,,
1950,8,91,Charles Hope,,,,,Appalachian State,Sr,,0,,,,,,
1950,9,103,Don Heathington,FC,,,,Baylor,Sr,,0,,,,,,
1949,1,8,Wallace Jones,G,6-0,180.0,23.0,St. John's,Sr,,11,77199.0,US,1951.0,1.0,INO,
1949,2,20,Harry Donovan,G,6-2,180.0,22.0,Muhlenberg College,Sr,,1,76585.0,US,1949.0,0.0,NYK,
1949,3,32,Ernie Vandeweghe,G,6-3,195.0,20.0,Colgate,Sr,,6,78405.0,US,1955.0,0.0,NYK,
1949,4,42,Bill Kleine,,,,,Missouri Valley,Sr,,0,,,,,,
1949,5,51,Don Bagley,,,,,Notre Dame,Sr,,0,,,,,,
1949,6,58,Bob Prewitt,,,,,Southern Methodist,Sr,,0,,,,,,
1949,7,64,Ken Kearns,,,,,Arkansas,Sr,,0,,,,,,
1949,8,70,Bill Litchfield,,,,,Emporia State,Sr,,0,,,,,,
1948,1,4,Dolph Schayes,FC,6-7,195.0,19.0,NYU,Sr,,15,78076.0,US,1963.0,0.0,PHI,
1948,2,16,Harry Gallatin,FC,6-6,210.0,21.0,Truman State,Fr,,10,76773.0,US,1957.0,0.0,NYK,
1948,3,28,Mel McGaha,G,6-1,190.0,21.0,Arkansas,Sr,,1,77529.0,US,1948.0,0.0,NYK,
1948,5,52,Dick Shrider,G,6-2,190.0,25.0,Grant Tech,So,,1,78141.0,US,1948.0,0.0,NYK,
1948,6,64,Gene Berce,G,5-11,175.0,21.0,Marquette,Jr,,1,76155.0,US,1949.0,0.0,ATL,
1948,7,75,Tex Ritter,G,6-2,185.0,24.0,Eastern Kentucky,Sr,,3,,,,,,
1948,8,85,Leland Byrd,,,,,West Virginia,Sr,,0,,,,,,
1948,9,95,Keith Grimes,,,,,East Central,Sr,,0,,,,,,
1948,10,104,John Stanisch,G,5-10,170.0,23.0,UCLA,Sr,,0,,,,,,
1947,1,5,Dick Holub,FC,6-6,205.0,25.0,Long Island,Sr,,1,77048.0,US,1947.0,0.0,NYK,
1947,2,15,Ray Evans,G,6-1,175.0,24.0,Kansas,Sr,,0,,,,,,
1947,3,25,Ed Golub,,,,,,,,0,,,,,,
1947,4,35,Garland Head,,,,,Texas Tech,Sr,,0,,,,,,
1947,5,45,Ron Livingstone,C,6-10,220.0,21.0,Wyoming,Jr,,2,,,,,,
1947,7,61,Wat Misaka,G,5-7,150.0,23.0,Utah,Sr,,1,77613.0,US,1947.0,0.0,NYK,
1947,8,67,Dan Miller,,,,,Saint Louis,Sr,,0,,,,,,
1947,9,72,Carl Reichert,,,,,Findlay,Sr,,0,,,,,,
1947,10,76,Tom Tomlinson,,,,,Southern Methodist,Sr,,0,,,,,,
