Year,Round,Pick,Player,Pos,HT,WT,Age,Pre-Draft Team,Class,Draft Trades,YOS,Team
1994,1,8,Brian Grant,PF,6-9,254.0,22.0,Xavier,Sr,,12,SAC
1994,2,35,Michael Smith,F,6-8,230.0,22.0,Providence,Sr,,9,SAC
1994,2,51,Lawrence Funderburke,PF,6-9,230.0,23.0,Ohio State,Sr,,8,SAC
1993,1,7,Bobby Hurley,G,6-0,165.0,22.0,Duke,Sr,,6,SAC
1993,2,31,Evers Burns,PF,6-8,260.0,21.0,Maryland,Sr,,2,SAC
1993,2,44,Alex Holcombe,F,6-9,244.0,23.0,Baylor,Sr,,0,SAC
1993,2,52,Mike Peplowski,C,6-11,270.0,22.0,Michigan State,Sr,,4,SAC
1992,1,7,Walt Williams,SF,6-8,219.0,22.0,Maryland,Sr,,11,SAC
1992,2,54,Brett Roberts,F,6-8,230.0,22.0,Morehead State,Sr,,1,SAC
1991,1,27,Pete Chilcutt,F,6-10,230.0,22.0,North Carolina,Sr,,10,SAC
1991,2,31,Randy Brown,PG,6-2,190.0,23.0,New Mexico State,Sr,,12,SAC
1991,2,42,Steve Hood,GF,6-7,185.0,23.0,James Madison,Sr,,2,SAC
1990,1,7,Lionel Simmons,SF,6-7,210.0,21.0,La Salle,Sr,,7,SAC
1990,1,14,Travis Mays,PG,6-2,190.0,22.0,Texas,Sr,,3,SAC
1990,1,18,Duane Causwell,C,7-0,240.0,22.0,Temple,Jr,,12,SAC
1990,1,23,Anthony Bonner,F,6-8,215.0,22.0,Saint Louis,Sr,,7,SAC
1989,1,1,Pervis Ellison,C,6-9,210.0,22.0,Louisville,Sr,,12,SAC
1988,1,18,Ricky Berry,F,6-8,205.0,23.0,San Jose State,Sr,,1,SAC
1988,2,29,Vinny Del Negro,SG,6-4,185.0,21.0,NC State,Sr,,12,SAC
1987,1,6,Kenny Smith,PG,6-3,170.0,22.0,North Carolina,Sr,,11,SAC
1987,3,51,Sven Myer,C,6-11,235.0,23.0,Oregon,Sr,,0,SAC
1987,4,74,Joe Arlauckas,F,6-9,230.0,21.0,Niagara,Sr,,1,SAC
1987,5,97,Vernon Carr,GF,6-6,185.0,,Michigan State,Sr,,1,SAC
1987,6,120,Darryl Thomas,FC,6-7,240.0,,Indiana,Sr,,0,SAC
1987,7,143,Scott Adubato,,,,,Upsala College,Sr,,0,SAC
1986,1,17,Harold Pressley,GF,6-7,210.0,22.0,Villanova,Sr,,4,SAC
1986,2,34,Johnny Rogers,PF,6-10,225.0,22.0,UC Irvine,Jr,,2,SAC
1986,3,57,Bruce Douglas,SG,6-3,195.0,22.0,Illinois,Sr,,1,SAC
1986,4,80,Alvin Franklin,PG,6-2,180.0,,Houston,Sr,,0,SAC
1986,4,91,Bob Beecher,PF,6-9,230.0,,Virginia Tech,Sr,,0,SAC
1986,5,103,Keith Morrison,,,,,Washington State,Sr,,0,SAC
1986,6,126,John Flowers,C,6-9,,,UNLV,Sr,,0,SAC
1986,7,149,Ron Rankin,,,,,Southeast Missouri State,Sr,,0,SAC
1985,1,6,Joe Kleine,C,6-11,255.0,23.0,Arkansas,Sr,,16,SAC
1985,3,51,Charles Bradley,GF,6-6,185.0,,South Florida,Sr,,1,SAC
1985,3,66,Michael Adams,PG,5-10,163.0,22.0,Boston College,Sr,,11,SAC
2025,1,24,Nique Clifford,F,6-5,175.0,23.0,Colorado State,Sr,OKC to  SAC,0,SAC
2023,2,34,Colby Jones,GF,6-6,207.0,21.0,Xavier,Jr *,CHA to  BOS BOS  to SAC,2,SAC
2020,2,40,Robert Woodard II,G,6-7,230.0,21.0,Mississippi State,So *,MEM to  SAC,2,SAC
2019,2,55,Kyle Guy,SG,6-1,167.0,21.0,Virginia,Jr *,NYK to  SAC,3,SAC
2017,1,15,Justin Jackson,F,6-8,220.0,22.0,North Carolina,Jr *,POR to  SAC,7,SAC
2017,1,20,Harry Giles,PF,6-10,240.0,19.0,Duke,Fr *,POR to  SAC,5,SAC
2017,2,57,Sasha Vezenkov,PF,6-8,225.0,21.0,FC Barcelona II (Spain),1995 DOB,BRK to  CLE CLE  to SAC,1,SAC
2016,1,13,George Papagiannis,C,7-2,275.0,18.0,Panathinaikos (Greece),1997 DOB *,PHX to  SAC,2,SAC
2016,1,22,Malachi Richardson,SF,6-6,205.0,20.0,Syracuse,Fr *,CHA to  SAC,3,SAC
2016,1,28,Skal Labissiere,C,6-10,235.0,20.0,Kentucky,Fr *,PHX to  SAC,5,SAC
2014,1,27,Bogdan Bogdanovic,SG,6-5,225.0,21.0,KK Partizan (Serbia),1992 DOB,PHX to  SAC,8,SAC
2013,2,57,Alex Oriakhi,PF,6-9,255.0,23.0,Missouri,Sr,PHX to  SAC,0,SAC
2012,2,57,Ilkan Karaman,F,6-8,254.0,22.0,Pinar Karsiyaka (Turkey),1990 DOB,BRK to  CLE CLE  to MIL MIL  to SAC,0,SAC
2011,1,10,Jimmer Fredette,G,6-2,195.0,22.0,Brigham Young,Sr,MIL to  SAC,6,SAC
2009,2,38,Jon Brockman,PF,6-7,255.0,22.0,Washington,Sr,POR to  SAC,3,SAC
2002,2,49,Darius Songaila,PF,6-8,248.0,24.0,Wake Forest,Sr,BOS to  SAC,8,SAC
1983,2,29,Larry Micheaux,F,6-9,220.0,23.0,Houston,Sr,CHI to  KCK,2,SAC
1978,1,21,Mike Evans,G,6-1,170.0,23.0,Kansas State,Sr,DEN to  KCK,10,SAC
1966,6,54,Lonnie Wright,G,6-2,205.0,22.0,Colorado State,Sr,ATL to  CIN,0,SAC
1958,3,22,Wayne Embry,C,6-8,240.0,21.0,Miami (OH),Sr,STH to  CIN,11,SAC
1958,7,54,Ken Sidle,,,,,Ohio State,Sr,STH to  CIN,0,SAC
1957,2,12,Jim Palmer,F,6-8,199.0,23.0,Dayton,Sr,STH to  CIN,3,SAC
1947,6,53,Andy Duncan,GF,6-6,195.0,25.0,William & Mary,Sr,NYK to  ROR,3,SAC
