Year,Round,Pick,Player,Pos,HT,WT,Age,Pre-Draft Team,Class,Draft Trades,YOS,Team
2010,1,14,Patrick Patterson,F,6-8,235.0,21.0,Kentucky,Jr  *,,11,HOU
2007,1,26,Aaron Brooks,G,6-0,161.0,22.0,Oregon,Sr,,10,HOU
2006,2,32,Steve Novak,F,6-10,225.0,23.0,Marquette,Sr,,11,HOU
2005,1,24,Luther Head,G,6-3,185.0,22.0,Illinois,Sr,,6,HOU
2002,1,1,Yao Ming,C,7-6,310.0,21.0,Shanghai Dongfang (China),1980 DOB,,9,HOU
2002,1,15,Bostjan Nachbar,F,6-10,220.0,21.0,Universo De'Longhi Treviso (Italy),1980 DOB,,6,HOU
2002,2,37,Tito Maddox,G,6-4,190.0,21.0,Fresno State,Jr  *,,2,HOU
1999,1,22,Kenny Thomas,F,6-7,245.0,21.0,New Mexico,Sr,,11,HOU
1999,2,44,Tyrone Washington,F,6-9,260.0,22.0,Mississippi State,Sr,,0,HOU
1999,2,50,Venson Hamilton,F,6-10,240.0,21.0,Nebraska,Sr,,0,HOU
1998,1,14,Michael Dickerson,SG,6-5,190.0,22.0,Arizona,Sr,,6,HOU
1998,1,16,Bryce Drew,SG,6-2,185.0,23.0,Valparaiso,Sr,,6,HOU
1998,2,41,Cuttino Mobley,G,6-4,190.0,22.0,Rhode Island,Sr,,12,HOU
1997,1,24,Rodrick Rhodes,G-F,6-6,225.0,23.0,USC,Sr,,5,HOU
1997,2,29,Serge Zwikker,C,7-3,273.0,24.0,North Carolina,Sr,,1,HOU
1996,2,30,Othella Harrington,F-C,6-9,235.0,22.0,Georgetown,Sr,,12,HOU
1996,2,42,Randy Livingston,GF,6-4,209.0,21.0,LSU,Jr  *,,10,HOU
1996,2,50,Terrell Bell,PF,6-10,240.0,22.0,Georgia,Sr,,5,HOU
1995,2,41,Erik Meek,FC,6-10,245.0,22.0,Duke,Sr,,0,HOU
1994,2,53,Albert Burditt,PF,6-8,230.0,22.0,Texas,Sr,,1,HOU
1993,1,24,Sam Cassell,G,6-3,185.0,23.0,Florida State,Sr,,16,HOU
1993,2,46,Richard Petruska,F-C,6-10,260.0,24.0,UCLA,So,,2,HOU
1992,1,11,Robert Horry,PF,6-9,220.0,21.0,Alabama,Sr,,16,HOU
1992,2,53,Curtis Blair,SG,6-3,187.0,21.0,Richmond,Sr,,0,HOU
1991,1,20,John Turner,F,6-9,245.0,23.0,Phillips,Sr,,2,HOU
1991,2,51,Zan Tabak,C,7-0,245.0,21.0,KK Split (Croatia),1970 DOB  *,,6,HOU
1988,1,16,Derrick Chievous,F,6-7,185.0,20.0,Missouri,Sr,,4,HOU
1987,2,35,Doug Lee,GF,6-5,200.0,22.0,Purdue,Sr,,6,HOU
1987,4,82,Joe Niego,SF,6-7,200.0,,Lewis,Sr,,0,HOU
1987,5,104,Andre LaFleur,PG,,,22.0,Northeastern,Sr,,1,HOU
1987,6,129,Fred Jenkins,G,,,,Tennessee,Sr,,0,HOU
1987,7,151,Clarence Grier,F,,,,Campbell,Sr,,0,HOU
1986,1,20,Buck Johnson,F,6-7,190.0,22.0,Alabama,Sr,,7,HOU
1986,2,43,Dave Feitl,C,6-11,235.0,24.0,UTEP,Sr,,5,HOU
1986,3,66,Anthony Bowie,GF,6-6,190.0,22.0,Oklahoma,Sr,,11,HOU
1986,4,89,Conner Henry,GF,6-7,195.0,22.0,UC Santa Barbara,Sr,,3,HOU
1986,5,112,Andre Banks,G,6-2,,21.0,Iowa,Sr,,0,HOU
1986,6,135,Robert Worthy,,,,,Chancellor University,Sr,,0,HOU
1986,7,158,Rick Olson,,,,,Wisconsin,Sr,,0,HOU
1985,1,19,Steve Harris,G,6-5,185.0,21.0,Tulsa,Sr,,5,HOU
1985,3,54,Sam Mitchell,SF,6-6,210.0,21.0,Mercer,Sr,,15,HOU
1985,3,57,Michael Payne,PF,6-11,195.0,,Iowa,Sr,,1,HOU
1985,4,88,Mike Brooks,G,6-2,170.0,,Tennessee,Sr,,0,HOU
1985,6,134,Sam Potter,F,6-7,,,Oral Roberts,Sr,,0,HOU
1984,1,1,Hakeem Olajuwon,C,7-0,255.0,21.0,Houston,Jr  *,,20,HOU
1984,3,51,Jim Petersen,FC,6-10,235.0,22.0,Minnesota,Sr,,8,HOU
1984,4,74,Willie Jackson,SF,6-6,210.0,,Centenary (LA),Sr,,1,HOU
1984,5,97,Al McClain,G,6-2,,,New Hampshire,Sr,,0,HOU
1984,7,143,Joedy Gardner,,,,,Long Beach State,Sr,,1,HOU
1984,8,166,Greg Wolff,,,,,Angelo State,Sr,,0,HOU
1984,9,188,Bill Coon,,,,,Presbyterian,Sr,,0,HOU
1984,10,210,Robert Turner,G,,,,Canisius,Sr,,0,HOU
1983,1,1,Ralph Sampson,C,7-4,228.0,22.0,Virginia,Sr,,9,HOU
1983,1,3,Rodney McCray,SF,6-7,220.0,21.0,Louisville,Sr,,11,HOU
1983,3,48,Craig Ehlo,SG,6-6,180.0,21.0,Washington State,Sr,,14,HOU
1983,4,71,Darrell Browder,PG,6-1,175.0,,TCU,Sr,,1,HOU
1983,5,94,Chuck Barnett,G,6-4,200.0,,Oklahoma,Sr,,0,HOU
2023,2,47,Mojave King,G,6-5,195.0,21.0,NBA G League Ignite,2002 DOB,LAL to  IND IND  to NOP NOP  to HOU,0,HOU
2022,1,29,"TyTy Washington, Jr.",PG,6-3,195.0,20.0,Kentucky,Fr *,MEM to  MIN MIN  to HOU,3,HOU
2021,1,16,Alperen Sengun,C,6-11,243.0,19.0,Besiktas Icrypex (Turkey),2002 DOB *,OKC to  HOU,4,HOU
2020,2,52,K.J. Martin,F,6-6,215.0,19.0,IMG Academy (Florida),2001 DOB *,SAC to  HOU,5,HOU
2018,2,44,Yusuf Sanon,SG,6-4,185.0,18.0,Union Olimpija (Slovenia),1999 DOB *,WAS to  NYK NYK  to HOU,0,HOU
2018,2,52,Vince Edwards,SF,6-8,225.0,22.0,Purdue,Sr,UTH to  HOU,1,HOU
2014,2,53,Alessandro Gentile,SF,6-6,228.0,21.0,AX Armani Exchange Milan (Italy),1992 DOB,MIN to  HOU,0,HOU
2013,2,45,Marko Todorovic,C,6-10,240.0,21.0,FC Barcelona II (Spain),1992 DOB *,POR to  HOU,0,HOU
2012,2,48,Kostas Papanikolaou,PF,6-8,225.0,21.0,Olympiacos (Greece),1990 DOB,NYK to  POR POR  to HOU,2,HOU
2011,1,20,Donatas Motiejunas,C,7-0,222.0,20.0,Universo De'Longhi Treviso (Italy),1990 DOB *,MIN to  HOU,6,HOU
2009,2,32,Jermaine Taylor,G,6-5,205.0,22.0,UCF,Sr,WAS to  HOU,2,HOU
2009,2,44,Chase Budinger,GF,6-7,215.0,21.0,Arizona,Jr *,DET to  HOU,7,HOU
2008,1,28,Donte Greene,F,6-11,226.0,20.0,Syracuse,Fr *,MEM to  HOU,5,HOU
2008,2,33,Joey Dorsey,FC,6-9,275.0,24.0,Memphis,Sr,POR to  HOU,4,HOU
2007,2,31,Carl Landry,F,6-9,248.0,23.0,Purdue,Sr,SEA to  HOU,9,HOU
2004,2,49,Sergei Lishouk,FC,6-11,250.0,22.0,Khimik Yuzhny (Ukraine),1982 DOB,MEM to  HOU HOU  to LAL LAL  to HOU HOU  to PHL PHL  to LAC LAC  to HOU,0,HOU
2004,2,50,Vassilis Spanoulis,SG,6-4,210.0,21.0,Maroussi BC (Greece),1982 DOB,DAL to  HOU,1,HOU
2002,2,36,David Andersen,F,7-0,242.0,22.0,Virtus Bologna (Italy),1980 DOB,ATL to  HOU,2,HOU
2002,2,55,Luis Scola,PF,6-9,241.0,22.0,Baskonia (Spain),1980 DOB,SAN to  HOU,10,HOU
2001,1,7,Eddie Griffin,F,6-10,220.0,19.0,Seton Hall,Fr *,NJN to  HOU,6,HOU
2001,2,33,Terence Morris,F,6-9,221.0,22.0,Maryland,Sr,ATL to  HOU,4,HOU
2001,2,43,Kyle Hill,G,6-2,185.0,22.0,Eastern Illinois,Sr,DAL to  HOU,0,HOU
2000,1,15,Jason Collier,F-C,7-0,260.0,22.0,Georgia Tech,Sr,MIL to  HOU,5,HOU
2000,2,31,Dan Langhi,FC,6-11,220.0,22.0,Vanderbilt,Sr,DAL to  HOU,4,HOU
1999,1,2,Steve Francis,G,6-3,195.0,22.0,Maryland,Jr *,VAN to  HOU,10,HOU
1999,1,15,Frederic Weis,C,7-2,260.0,22.0,CSP Limoges (France),1977 DOB,NYK to  HOU,0,HOU
1993,2,33,Eric Riley,C,7-0,245.0,23.0,Michigan,Sr,DAL to  HOU,7,HOU
1990,1,15,Dave Jamerson,G,6-5,190.0,22.0,Ohio,Sr,MIA to  HOU,5,HOU
1990,2,30,Carl Herrera,F,6-9,215.0,23.0,Houston,Jr *,MIA to  HOU,8,HOU
1979,3,47,Calvin Garrett,PF,6-7,190.0,22.0,Oral Roberts,Sr,CHI to  HOU,4,HOU
1977,2,29,Alonzo Bradley,SF,6-6,190.0,23.0,Texas Southern,Sr,IND to  HOU,0,HOU
1972,2,24,Steve Hawes,C,6-9,220.0,21.0,Washington,Sr,CLE to  HOU,10,HOU
1971,3,49,Dick Gibbs,GF,6-5,210.0,22.0,UTEP,Sr,CHI to  SDR,6,HOU
