Year,Round,Pick,Player,Pos,HT,WT,Age,Pre-Draft Team,Class,Draft Trades,YOS,Team
2003,1,19,Sasha Pavlovic,GF,6-7,235.0,19.0,Buducnost Voli Podgorica (Montenegro),1983 DOB  *,,10,UTA
2003,2,47,Mo Williams,G,6-1,198.0,20.0,Alabama,So  *,,14,UTA
2002,1,19,Ryan Humphrey,F,6-8,235.0,22.0,Notre Dame,Sr,UTH to  ORL,3,UTA
2002,2,46,Jamal Sampson,FC,6-11,235.0,19.0,California,Fr  *,UTH to  ORL ORL  to MIL,5,UTA
2001,1,24,Raul Lopez,PG,6-0,175.0,21.0,Real Madrid (Spain),1980 DOB  *,,3,UTA
2001,2,52,Jarron Collins,C,6-11,248.0,22.0,Stanford,Sr,,10,UTA
2000,1,23,DeShawn Stevenson,SG,6-5,218.0,19.0,Washington Union High School (California),1981 DOB  *,,13,UTA
2000,2,50,Kaniel Dickens,F,6-8,215.0,21.0,Idaho,Jr  *,,5,UTA
1999,1,19,Quincy Lewis,SF,6-7,215.0,22.0,Minnesota,Sr,,4,UTA
1999,1,24,Andrei Kirilenko,PF,6-9,235.0,18.0,CSKA Moscow (Russia),1981 DOB  *,,13,UTA
1999,1,28,Scott Padgett,F,6-9,240.0,23.0,Kentucky,Sr,,8,UTA
1999,2,58,Eddie Lucas,G,6-6,200.0,23.0,Virginia Tech,Sr,,1,UTA
1998,1,29,Nazr Mohammed,C,6-10,250.0,20.0,Kentucky,Jr  *,UTH to  PHL,18,UTA
1998,2,57,Torraye Braggs,F,6-8,245.0,22.0,Xavier,Sr,,5,UTA
1997,1,27,Jacque Vaughn,G,6-1,190.0,22.0,Kansas,Sr,,12,UTA
1997,2,56,Nate Erdmann,F,6-5,195.0,23.0,Oklahoma,Sr,,1,UTA
1996,1,25,Martin Muursepp,F-C,6-10,235.0,21.0,Tallinna Ulikool Kalev (Estonia),1974 DOB,UTH to  MIA,3,UTA
1996,2,54,Shandon Anderson,GF,6-6,208.0,22.0,Georgia,Sr,,10,UTA
1995,1,28,Greg Ostertag,C,7-2,280.0,22.0,Kansas,Sr,,11,UTA
1994,2,47,Jamie Watson,F,6-7,190.0,22.0,South Carolina,Sr,,6,UTA
1993,1,18,Luther Wright,C,7-2,270.0,21.0,Seton Hall,Jr  *,,1,UTA
1993,2,45,Bryon Russell,SG,6-7,225.0,22.0,Long Beach State,Sr,,13,UTA
1991,1,21,Eric Murdock,G,6-1,190.0,23.0,Providence,Sr,,9,UTA
1991,2,48,Ike Austin,C,6-10,255.0,21.0,Arizona State,Sr,,10,UTA
1990,2,33,Walter Palmer,C,7-2,215.0,21.0,Dartmouth,Sr,,3,UTA
1989,1,21,Blue Edwards,SG,6-4,200.0,23.0,East Carolina,Sr,,10,UTA
1989,2,48,Junie Lewis,G,6-1,180.0,23.0,South Alabama,Sr,,1,UTA
1988,1,17,Eric Leckner,FC,6-11,265.0,22.0,Wyoming,Sr,,9,UTA
1988,2,42,Jeff Moe,G,6-3,195.0,22.0,Iowa,Sr,,1,UTA
1988,3,67,Ricky Grace,PG,6-1,187.0,20.0,Perth (Australia),1967 DOB,,2,UTA
1987,1,15,Jose Rafael Ortiz-Rijos,C,6-11,264.0,23.0,Oregon State,Sr,,2,UTA
1987,3,61,Clarence Martin,FC,6-8,,,Western Kentucky,Sr,,0,UTA
1987,3,68,Billy Donovan,G,5-11,171.0,22.0,Providence,Sr,,1,UTA
1987,4,84,Reuben Holmes,C,6-11,200.0,22.0,Alabama State,Sr,,0,UTA
1987,5,107,Bart Kofoed,G,6-4,210.0,23.0,Nebraska-Kearney,Sr,,5,UTA
1987,6,130,Art Sabb,,,,,Bloomfield,Sr,,1,UTA
1987,7,153,Keith Webster,PG,5-11,,,Harvard,Sr,,1,UTA
1986,1,15,Dell Curry,SG,6-4,190.0,21.0,Virginia Tech,Sr,,16,UTA
1986,3,61,John Shasky,C,6-11,235.0,21.0,Minnesota,Sr,,5,UTA
1986,3,63,Bill Breeding,C,7-2,220.0,24.0,Rocky Mountain,Sr,,0,UTA
1986,4,84,Marty Embry,F,6-9,240.0,22.0,DePaul,Sr,,0,UTA
1986,5,107,Kerry Boagni,F,6-8,205.0,,Cal State Fullerton,Sr,,0,UTA
1986,6,130,Chuck Everson,C,7-1,,,Villanova,Sr,,0,UTA
1986,7,153,Mark Mitchell,F,,,,Hartford,Sr,,0,UTA
1985,1,13,Karl Malone,PF,6-9,265.0,21.0,Louisiana Tech,Jr  *,,19,UTA
1985,2,37,Carey Scurry,F,6-7,188.0,22.0,Long Island,Sr,,3,UTA
2025,1,18,"Walter Clayton, Jr.",G,6-4,195.0,22.0,Florida,Sr,WAS to  UTH,0,UTA
2022,1,22,Walker Kessler,C,7-2,245.0,20.0,Auburn,So *,MEM to  MIN MIN  to UTH,3,UTA
2022,2,36,Gabriele Procida,SG,6-6,191.0,20.0,Fortituto Kontatto Bologna (Italy),2002 DOB *,POR to  DET DET  to UTH,0,UTA
2021,2,40,Jared Butler,PG,6-3,193.0,20.0,Baylor,Jr *,NOP to  MEM MEM  to UTH,4,UTA
2021,2,57,Balsa Koprivica,C,7-1,240.0,21.0,Florida State,So *,CHA to  DET DET  to LAC LAC  to UTH,0,UTA
2020,2,39,Elijah Hughes,SF,6-5,215.0,22.0,Syracuse,Jr *,NOP to  UTH,2,UTA
2019,2,50,Jarrell Brantley,SF,6-5,250.0,23.0,Charleston,Sr,IND to  UTH,3,UTA
2019,2,58,Miye Oni,SF,6-5,206.0,21.0,Yale,Jr *,GOS to  UTH,3,UTA
2017,1,13,Donovan Mitchell,SG,6-2,215.0,20.0,Louisville,So *,DEN to  UTH,8,UTA
2017,1,28,Tony Bradley,C,6-10,248.0,19.0,North Carolina,Fr *,LAL to  UTH,7,UTA
2016,2,55,Marcus Paige,G,6-0,164.0,22.0,North Carolina,Sr,BRK to  UTH,1,UTA
2013,1,9,Trey Burke,G,6-0,185.0,20.0,Michigan,So *,MIN to  UTH,9,UTA
2013,1,27,Rudy Gobert,C,7-1,258.0,21.0,Cholet Basket (France),1992 DOB *,DEN to  UTH,12,UTA
2013,2,47,Raulzinho Neto,PG,6-2,180.0,21.0,Gipuzkoa Basket (Spain),1992 DOB *,ATL to  UTH,8,UTA
2010,2,31,Tibor Pleiss,C,7-3,256.0,20.0,Brose Baskets Bamberg (Germany),1989 DOB *,NJN to  ATL ATL  to OKC OKC  to UTH,1,UTA
2008,2,51,Shan Foster,GF,6-6,195.0,21.0,Vanderbilt,Sr,DAL to  UTH,0,UTA
2007,2,38,Kyrylo Fesenko,C,7-1,280.0,20.0,BK Cherkassy (Ukraine),1986 DOB *,PHL to  UTH,5,UTA
2003,2,36,Mario Austin,F,6-10,260.0,21.0,Mississippi State,Jr *,CHI to  UTH,0,UTA
2002,1,18,Curtis Borchardt,C,7-0,240.0,21.0,Stanford,Jr *,ORL to  UTH,3,UTA
2002,2,48,Peter Fehse,F,7-0,205.0,19.0,SV Halle (Germany),1983 DOB *,OKC to  UTH,0,UTA
1974,4,61,Eddie Palubinskas,PG,6-0,180.0,23.0,LSU Shreveport,Sr,ATL to  NOJ,0,UTA
